6.7e-10;221.958;5.01633e-26;2.0005e+07
6.76e-10;224.297;5.09631e-26;2.0237e+07
6.82e-10;226.624;5.17714e-26;1.96483e+07
6.88e-10;228.939;5.25881e-26;2.00555e+07
6.94e-10;231.242;5.34135e-26;1.95768e+07
7e-10;233.533;5.42474e-26;1.96494e+07
7.06e-10;235.814;5.50899e-26;1.95084e+07
7.12e-10;238.084;5.59411e-26;1.94576e+07
7.18e-10;240.343;5.68011e-26;1.91529e+07
7.24e-10;242.591;5.76698e-26;1.91153e+07
7.3e-10;244.829;5.85473e-26;1.89781e+07
7.36e-10;247.057;5.94337e-26;1.94113e+07
7.42e-10;249.272;6.0329e-26;1.89383e+07
7.48e-10;251.48;6.12332e-26;1.85501e+07
7.54e-10;253.678;6.21464e-26;1.84695e+07
7.6e-10;255.867;6.30687e-26;1.85068e+07
7.66e-10;258.047;6.36885e-26;1.84885e+07
7.72e-10;258.771;6.36885e-26;1.89063e+07
7.78e-10;258.771;6.36885e-26;1.87557e+07
7.84e-10;258.771;6.36885e-26;1.85146e+07
7.9e-10;258.771;6.1899e-26;1.90061e+07
7.96e-10;258.771;6.01432e-26;1.95277e+07
